LOG CRIADO EM: 8/10/2014 22:14:57
ENVIANDO PROGRAMAÇÃO:
02BE01F786FFFFF78600000000FFFFFFFB7F03BB --><-- ACK
02BF01F787FFFFF78700000000FFFFFFFB7F03BA --><-- ACK
02C001F788FFFFF78800000000FFFFFFFB7F03C5 --><-- ACK
02C101F789FFFFF78900000000FFFFFFFB7F03C4 --><-- ACK
02C201F790FFFFF79000000000FFFFFFFB7F03C7 --><-- ACK
02C301F791FFFFF79100000000FFFFFFFB7F03C6 --><-- ACK
02C401F792FFFFF79200000000FFFFFFFB7F03C1 --><-- ACK
02C501F793FFFFF79300000000FFFFFFFB7F03C0 --><-- ACK
02C601F794FFFFF79400000000FFFFFFFB7F03C3 --><-- ACK
02C701F795FFFFF79500000000FFFFFFFB7F03C2 --><-- ACK
02C801F796FFFFF79600000000FFFFFFFB7F03CD --><-- ACK
02C901F797FFFFF79700000000FFFFFFFB7F03CC --><-- ACK
02CA01F798FFFFF79800000000FFFFFFFB7F03CF --><-- ACK
02CB01F799FFFFF79900000000FFFFFFFB7F03CE --><-- ACK
02CC01F800FFFFF80000000000FFFFFFFB7F03C9 --><-- ACK
02CD01F801FFFFF80100000000FFFFFFFB7F03C8 --><-- ACK
02CE01F802FFFFF80200000000FFFFFFFB7F03CB --><-- ACK
02CF01F803FFFFF80300000000FFFFFFFB7F03CA --><-- ACK
02D001F804FFFFF80400000000FFFFFFFB7F03D5 --><-- ACK
02D101F805FFFFF80500000000FFFFFFFB7F03D4 --><-- ACK
02D201F806FFFFF80600000000FFFFFFFB7F03D7 --><-- ACK
02D301F807FFFFF80700000000FFFFFFFB7F03D6 --><-- ACK
02D401F808FFFFF80800000000FFFFFFFB7F03D1 --><-- ACK
02D501F809FFFFF80900000000FFFFFFFB7F03D0 --><-- ACK
02D601F810FFFFF81000000000FFFFFFFB7F03D3 --><-- ACK
02D701F811FFFFF81100000000FFFFFFFB7F03D2 --><-- ACK
02D801F812FFFFF81200000000FFFFFFFB7F03DD --><-- ACK
02D901F813FFFFF81300000000FFFFFFFB7F03DC --><-- ACK
02DA01F814FFFFF81400000000FFFFFFFB7F03DF --><-- ACK
02DB01F815FFFFF81500000000FFFFFFFB7F03DE --><-- ACK
02DC01F816FFFFF81600000000FFFFFFFB7F03D9 --><-- ACK
02DD01F817FFFFF81700000000FFFFFFFB7F03D8 --><-- ACK
02DE01F818FFFFF81800000000FFFFFFFB7F03DB --><-- ACK
02DF01F819FFFFF81900000000FFFFFFFB7F03DA --><-- ACK
02E001F820FFFFF82000000000FFFFFFFB7F03E5 --><-- ACK
02E101F821FFFFF82100000000FFFFFFFB7F03E4 --><-- ACK
02E201F822FFFFF82200000000FFFFFFFB7F03E7 --><-- ACK
02E301F823FFFFF82300000000FFFFFFFB7F03E6 --><-- ACK
02E401F824FFFFF82400000000FFFFFFFB7F03E1 --><-- ACK
02E501F825FFFFF82500000000FFFFFFFB7F03E0 --><-- ACK
02E601F826FFFFF82600000000FFFFFFFB7F03E3 --><-- ACK
02E701F827FFFFF82700000000FFFFFFFB7F03E2 --><-- ACK
02E801F828FFFFF82800000000FFFFFFFB7F03ED --><-- ACK
02E901F829FFFFF82900000000FFFFFFFB7F03EC --><-- ACK
02EA01F830FFFFF83000000000FFFFFFFB7F03EF --><-- ACK
02EB01F831FFFFF83100000000FFFFFFFB7F03EE --><-- ACK
02EC01F832FFFFF83200000000FFFFFFFB7F03E9 --><-- ACK
02ED01F833FFFFF83300000000FFFFFFFB7F03E8 --><-- ACK
02EE01F834FFFFF83400000000FFFFFFFB7F03EB --><-- ACK
02EF01F835FFFFF83500000000FFFFFFFB7F03EA --><-- ACK
02F001F836FFFFF83600000000FFFFFFFB7F03F5 --><-- ACK
02F101F837FFFFF83700000000FFFFFFFB7F03F4 --><-- ACK
02F201F838FFFFF83800000000FFFFFFFB7F03F7 --><-- ACK
02F301F839FFFFF83900000000FFFFFFFB7F03F6 --><-- ACK
02F401F840FFFFF84000000000FFFFFFFB7F03F1 --><-- ACK
02F501F841FFFFF84100000000FFFFFFFB7F03F0 --><-- ACK
02F601F842FFFFF84200000000FFFFFFFB7F03F3 --><-- ACK
02F701F843FFFFF84300000000FFFFFFFB7F03F2 --><-- ACK
02F801F844FFFFF84400000000FFFFFFFB7F03FD --><-- ACK
02F901F845FFFFF84500000000FFFFFFFB7F03FC --><-- ACK
02FA01F846FFFFF84600000000FFFFFFFB7F03FF --><-- ACK
02FB01F847FFFFF84700000000FFFFFFFB7F03FE --><-- ACK
02FC01F848FFFFF84800000000FFFFFFFB7F03F9 --><-- ACK
02FD01F849FFFFF84900000000FFFFFFFB7F03F8 --><-- ACK
02FE01F850FFFFF85000000000FFFFFFFB7F03FB --><-- ACK
02FF01F851FFFFF85100000000FFFFFFFB7F03FA --><-- ACK
020001F852FFFFF85200000000FFFFFFFB7F0305 --><-- ACK
020101F853FFFFF85300000000FFFFFFFB7F0304 --><-- ACK
020201F854FFFFF85400000000FFFFFFFB7F0307 --><-- ACK
020301F855FFFFF85500000000FFFFFFFB7F0306 --><-- ACK
020401F856FFFFF85600000000FFFFFFFB7F0301 --><-- ACK
020501F857FFFFF85700000000FFFFFFFB7F0300 --><-- ACK
020601F858FFFFF85800000000FFFFFFFB7F0303 --><-- ACK
020701F859FFFFF85900000000FFFFFFFB7F0302 --><-- ACK
020801F860FFFFF86000000000FFFFFFFB7F030D --><-- ACK
020901F861FFFFF86100000000FFFFFFFB7F030C --><-- ACK
020A01F862FFFFF86200000000FFFFFFFB7F030F --><-- ACK
020B01F863FFFFF86300000000FFFFFFFB7F030E --><-- ACK
020C01F864FFFFF86400000000FFFFFFFB7F0309 --><-- ACK
020D01F865FFFFF86500000000FFFFFFFB7F0308 --><-- ACK
020E01F866FFFFF86600000000FFFFFFFB7F030B --><-- ACK
020F01F867FFFFF86700000000FFFFFFFB7F030A --><-- ACK
021001F868FFFFF86800000000FFFFFFFB7F0315 --><-- ACK
021101F869FFFFF86900000000FFFFFFFB7F0314 --><-- ACK
021201F870FFFFF87000000000FFFFFFFB7F0317 --><-- ACK
021301F871FFFFF87100000000FFFFFFFB7F0316 --><-- ACK
021401F872FFFFF87200000000FFFFFFFB7F0311 --><-- ACK
021501F873FFFFF87300000000FFFFFFFB7F0310 --><-- ACK
021601F874FFFFF87400000000FFFFFFFB7F0313 --><-- ACK
021701F875FFFFF87500000000FFFFFFFB7F0312 --><-- ACK
021801F876FFFFF87600000000FFFFFFFB7F031D --><-- ACK
021901F877FFFFF87700000000FFFFFFFB7F031C --><-- ACK
021A01F878FFFFF87800000000FFFFFFFB7F031F --><-- ACK
021B01F879FFFFF87900000000FFFFFFFB7F031E --><-- ACK
021C01F880FFFFF88000000000FFFFFFFB7F0319 --><-- ACK
021D01F881FFFFF88100000000FFFFFFFB7F0318 --><-- ACK
021E01F882FFFFF88200000000FFFFFFFB7F031B --><-- ACK
021F01F883FFFFF88300000000FFFFFFFB7F031A --><-- ACK
022001F884FFFFF88400000000FFFFFFFB7F0325 --><-- ACK
022101F885FFFFF88500000000FFFFFFFB7F0324 --><-- ACK
022201F886FFFFF88600000000FFFFFFFB7F0327 --><-- ACK
022301F887FFFFF88700000000FFFFFFFB7F0326 --><-- ACK
022401F888FFFFF88800000000FFFFFFFB7F0321 --><-- ACK
022501F889FFFFF88900000000FFFFFFFB7F0320 --><-- ACK
022601F890FFFFF89000000000FFFFFFFB7F0323 --><-- ACK
022701F891FFFFF89100000000FFFFFFFB7F0322 --><-- ACK
022801F892FFFFF89200000000FFFFFFFB7F032D --><-- ACK
022901F893FFFFF89300000000FFFFFFFB7F032C --><-- ACK
022A01F894FFFFF89400000000FFFFFFFB7F032F --><-- ACK
022B01F895FFFFF89500000000FFFFFFFB7F032E --><-- ACK
022C01F896FFFFF89600000000FFFFFFFB7F0329 --><-- ACK
022D01F897FFFFF89700000000FFFFFFFB7F0328 --><-- ACK
022E01F898FFFFF89800000000FFFFFFFB7F032B --><-- ACK
022F01F899FFFFF89900000000FFFFFFFB7F032A --><-- ACK
023001F900FFFFF90000000000FFFFFFFB7F0335 --><-- ACK
023101F901FFFFF90100000000FFFFFFFB7F0334 --><-- ACK
023201F902FFFFF90200000000FFFFFFFB7F0337 --><-- ACK
023301F903FFFFF90300000000FFFFFFFB7F0336 --><-- ACK
023401F904FFFFF90400000000FFFFFFFB7F0331 --><-- ACK
023501F905FFFFF90500000000FFFFFFFB7F0330 --><-- ACK
023601F906FFFFF90600000000FFFFFFFB7F0333 --><-- ACK
023701F907FFFFF90700000000FFFFFFFB7F0332 --><-- ACK
023801F908FFFFF90800000000FFFFFFFB7F033D --><-- ACK
023901F909FFFFF90900000000FFFFFFFB7F033C --><-- ACK
023A01F910FFFFF91000000000FFFFFFFB7F033F --><-- ACK
023B01F911FFFFF91100000000FFFFFFFB7F033E --><-- ACK
023C01F912FFFFF91200000000FFFFFFFB7F0339 --><-- ACK
023D01F913FFFFF91300000000FFFFFFFB7F0338 --><-- ACK
023E01F914FFFFF91400000000FFFFFFFB7F033B --><-- ACK
023F01F915FFFFF91500000000FFFFFFFB7F033A --><-- ACK
024001F916FFFFF91600000000FFFFFFFB7F0345 --><-- ACK
024101F917FFFFF91700000000FFFFFFFB7F0344 --><-- ACK
024201F918FFFFF91800000000FFFFFFFB7F0347 --><-- ACK
024301F919FFFFF91900000000FFFFFFFB7F0346 --><-- ACK
024401F920FFFFF92000000000FFFFFFFB7F0341 --><-- ACK
024501F921FFFFF92100000000FFFFFFFB7F0340 --><-- ACK
024601F922FFFFF92200000000FFFFFFFB7F0343 --><-- ACK
024701F923FFFFF92300000000FFFFFFFB7F0342 --><-- ACK
024801F924FFFFF92400000000FFFFFFFB7F034D --><-- ACK
024901F925FFFFF92500000000FFFFFFFB7F034C --><-- ACK
024A01F926FFFFF92600000000FFFFFFFB7F034F --><-- ACK
024B01F927FFFFF92700000000FFFFFFFB7F034E --><-- ACK
024C01F928FFFFF92800000000FFFFFFFB7F0349 --><-- ACK
024D01F929FFFFF92900000000FFFFFFFB7F0348 --><-- ACK
024E01F930FFFFF93000000000FFFFFFFB7F034B --><-- ACK
024F01F931FFFFF93100000000FFFFFFFB7F034A --><-- ACK
025001F932FFFFF93200000000FFFFFFFB7F0355 --><-- ACK
025101F933FFFFF93300000000FFFFFFFB7F0354 --><-- ACK
025201F934FFFFF93400000000FFFFFFFB7F0357 --><-- ACK
025301F935FFFFF93500000000FFFFFFFB7F0356 --><-- ACK
025401F936FFFFF93600000000FFFFFFFB7F0351 --><-- ACK
025501F937FFFFF93700000000FFFFFFFB7F0350 --><-- ACK
025601F938FFFFF93800000000FFFFFFFB7F0353 --><-- ACK
025701F939FFFFF93900000000FFFFFFFB7F0352 --><-- ACK
025801F940FFFFF94000000000FFFFFFFB7F035D --><-- ACK
025901F941FFFFF94100000000FFFFFFFB7F035C --><-- ACK
025A01F942FFFFF94200000000FFFFFFFB7F035F --><-- ACK
025B01F943FFFFF94300000000FFFFFFFB7F035E --><-- ACK
025C01F944FFFFF94400000000FFFFFFFB7F0359 --><-- ACK
025D01F945FFFFF94500000000FFFFFFFB7F0358 --><-- ACK
025E01F946FFFFF94600000000FFFFFFFB7F035B --><-- ACK
025F01F947FFFFF94700000000FFFFFFFB7F035A --><-- ACK
026001F948FFFFF94800000000FFFFFFFB7F0365 --><-- ACK
026101F949FFFFF94900000000FFFFFFFB7F0364 --><-- ACK
026201F950FFFFF95000000000FFFFFFFB7F0367 --><-- ACK
026301F951FFFFF95100000000FFFFFFFB7F0366 --><-- ACK
026401F952FFFFF95200000000FFFFFFFB7F0361 --><-- ACK
026501F953FFFFF95300000000FFFFFFFB7F0360 --><-- ACK
026601F954FFFFF95400000000FFFFFFFB7F0363 --><-- ACK
026701F955FFFFF95500000000FFFFFFFB7F0362 --><-- ACK
026801F956FFFFF95600000000FFFFFFFB7F036D --><-- ACK
026901F957FFFFF95700000000FFFFFFFB7F036C --><-- ACK
026A01F958FFFFF95800000000FFFFFFFB7F036F --><-- ACK
026B01F959FFFFF95900000000FFFFFFFB7F036E --><-- ACK
026C01F960FFFFF96000000000FFFFFFFB7F0369 --><-- ACK
026D01F961FFFFF96100000000FFFFFFFB7F0368 --><-- ACK
026E01F962FFFFF96200000000FFFFFFFB7F036B --><-- ACK
026F01F963FFFFF96300000000FFFFFFFB7F036A --><-- ACK
027001F964FFFFF96400000000FFFFFFFB7F0375 --><-- ACK
027101F965FFFFF96500000000FFFFFFFB7F0374 --><-- ACK
027201F966FFFFF96600000000FFFFFFFB7F0377 --><-- ACK
027301F967FFFFF96700000000FFFFFFFB7F0376 --><-- ACK
027401F968FFFFF96800000000FFFFFFFB7F0371 --><-- ACK
027501F969FFFFF96900000000FFFFFFFB7F0370 --><-- ACK
027601F970FFFFF97000000000FFFFFFFB7F0373 --><-- ACK
027701F971FFFFF97100000000FFFFFFFB7F0372 --><-- ACK
027801F972FFFFF97200000000FFFFFFFB7F037D --><-- ACK
027901F973FFFFF97300000000FFFFFFFB7F037C --><-- ACK
027A01F974FFFFF97400000000FFFFFFFB7F037F --><-- ACK
027B01F975FFFFF97500000000FFFFFFFB7F037E --><-- ACK
027C01F976FFFFF97600000000FFFFFFFB7F0379 --><-- ACK
027D01F977FFFFF97700000000FFFFFFFB7F0378 --><-- ACK
027E01F978FFFFF97800000000FFFFFFFB7F037B --><-- ACK
027F01F979FFFFF97900000000FFFFFFFB7F037A --><-- ACK
028001F980FFFFF98000000000FFFFFFFB7F0385 --><-- ACK
028101F981FFFFF98100000000FFFFFFFB7F0384 --><-- ACK
028201F982FFFFF98200000000FFFFFFFB7F0387 --><-- ACK
028301F983FFFFF98300000000FFFFFFFB7F0386 --><-- ACK
028401F984FFFFF98400000000FFFFFFFB7F0381 --><-- ACK
028501F985FFFFF98500000000FFFFFFFB7F0380 --><-- ACK
028601F986FFFFF98600000000FFFFFFFB7F0383 --><-- ACK
028701F987FFFFF98700000000FFFFFFFB7F0382 --><-- ACK
028801F988FFFFF98800000000FFFFFFFB7F038D --><-- ACK
028901F989FFFFF98900000000FFFFFFFB7F038C --><-- ACK
028A01F990FFFFF99000000000FFFFFFFB7F038F --><-- ACK
028B01F991FFFFF99100000000FFFFFFFB7F038E --><-- ACK
028C01F992FFFFF99200000000FFFFFFFB7F0389 --><-- ACK
028D01F993FFFFF99300000000FFFFFFFB7F0388 --><-- ACK
028E01F994FFFFF99400000000FFFFFFFB7F038B --><-- ACK
028F01F995FFFFF99500000000FFFFFFFB7F038A --><-- ACK
029001F996FFFFF99600000000FFFFFFFB7F0395 --><-- ACK
029101F997FFFFF99700000000FFFFFFFB7F0394 --><-- ACK
029201F998FFFFF99800000000FFFFFFFB7F0397 --><-- ACK
029301F999FFFFF99900000000FFFFFFFB7F0396 --><-- ACK
0294011000FFFF100000000000FFFFFFFB7F0391 --><-- ACK
0295011001FFFF100100000000FFFFFFFB7F0390 --><-- ACK
0296011002FFFF100200000000FFFFFFFB7F0393 --><-- ACK
0297011003FFFF100300000000FFFFFFFB7F0392 --><-- ACK
0298011004FFFF100400000000FFFFFFFB7F039D --><-- ACK
0299011005FFFF100500000000FFFFFFFB7F039C --><-- ACK
029A011006FFFF100600000000FFFFFFFB7F039F --><-- ACK
029B011007FFFF100700000000FFFFFFFB7F039E --><-- ACK
029C011008FFFF100800000000FFFFFFFB7F0399 --><-- ACK
029D011009FFFF100900000000FFFFFFFB7F0398 --><-- ACK
029E011010FFFF101000000000FFFFFFFB7F039B --><-- ACK
029F011011FFFF101100000000FFFFFFFB7F039A --><-- ACK
02A0011012FFFF101200000000FFFFFFFB7F03A5 --><-- ACK
02A1011013FFFF101300000000FFFFFFFB7F03A4 --><-- ACK
02A2011014FFFF101400000000FFFFFFFB7F03A7 --><-- ACK
02A3011015FFFF101500000000FFFFFFFB7F03A6 --><-- ACK
02A4011016FFFF101600000000FFFFFFFB7F03A1 --><-- ACK
02A5011017FFFF101700000000FFFFFFFB7F03A0 --><-- ACK
02A6011018FFFF101800000000FFFFFFFB7F03A3 --><-- ACK
02A7011019FFFF101900000000FFFFFFFB7F03A2 --><-- ACK
02A8011020FFFF102000000000FFFFFFFB7F03AD --><-- ACK
02A9011021FFFF102100000000FFFFFFFB7F03AC --><-- ACK
02AA011022FFFF102200000000FFFFFFFB7F03AF --><-- ACK
02AB011023FFFF102300000000FFFFFFFB7F03AE --><-- ACK
02AC011024FFFF102400000000FFFFFFFB7F03A9 --><-- ACK
02AD011025FFFF102500000000FFFFFFFB7F03A8 --><-- ACK
02AE011026FFFF102600000000FFFFFFFB7F03AB --><-- ACK
02AF011027FFFF102700000000FFFFFFFB7F03AA --><-- ACK
02B0011028FFFF102800000000FFFFFFFB7F03B5 --><-- ACK
02B1011029FFFF102900000000FFFFFFFB7F03B4 --><-- ACK
02B2011030FFFF103000000000FFFFFFFB7F03B7 --><-- ACK
02B3011031FFFF103100000000FFFFFFFB7F03B6 --><-- ACK
02B4011032FFFF103200000000FFFFFFFB7F03B1 --><-- ACK
02B5011033FFFF103300000000FFFFFFFB7F03B0 --><-- ACK
02B6011034FFFF103400000000FFFFFFFB7F03B3 --><-- ACK
02B7011035FFFF103500000000FFFFFFFB7F03B2 --><-- ACK
02B8011036FFFF103600000000FFFFFFFB7F03BD --><-- ACK
02B9011037FFFF103700000000FFFFFFFB7F03BC --><-- ACK
02BA011038FFFF103800000000FFFFFFFB7F03BF --><-- ACK
02BB011039FFFF103900000000FFFFFFFB7F03BE --><-- ACK
02BC011040FFFF104000000000FFFFFFFB7F03B9 --><-- ACK
02BD011041FFFF104100000000FFFFFFFB7F03B8 --><-- ACK
02BE011042FFFF104200000000FFFFFFFB7F03BB --><-- ACK
02BF011043FFFF104300000000FFFFFFFB7F03BA --><-- ACK
02C0011044FFFF104400000000FFFFFFFB7F03C5 --><-- ACK
02C1011045FFFF104500000000FFFFFFFB7F03C4 --><-- ACK
02C2011046FFFF104600000000FFFFFFFB7F03C7 --><-- ACK
02C3011047FFFF104700000000FFFFFFFB7F03C6 --><-- ACK
02C4011048FFFF104800000000FFFFFFFB7F03C1 --><-- ACK
02C5011049FFFF104900000000FFFFFFFB7F03C0 --><-- ACK
02C6011050FFFF105000000000FFFFFFFB7F03C3 --><-- ACK
02C7011051FFFF105100000000FFFFFFFB7F03C2 --><-- ACK
02C8011052FFFF105200000000FFFFFFFB7F03CD --><-- ACK
02C9011053FFFF105300000000FFFFFFFB7F03CC --><-- ACK
02CA011054FFFF105400000000FFFFFFFB7F03CF --><-- ACK
02CB011055FFFF105500000000FFFFFFFB7F03CE --><-- ACK
02CC011056FFFF105600000000FFFFFFFB7F03C9 --><-- ACK
02CD011057FFFF105700000000FFFFFFFB7F03C8 --><-- ACK
02CE011058FFFF105800000000FFFFFFFB7F03CB --><-- ACK
02CF011059FFFF105900000000FFFFFFFB7F03CA --><-- ACK
02D0011060FFFF106000000000FFFFFFFB7F03D5 --><-- ACK
02D1011061FFFF106100000000FFFFFFFB7F03D4 --><-- ACK
02D2011062FFFF106200000000FFFFFFFB7F03D7 --><-- ACK
02D3011063FFFF106300000000FFFFFFFB7F03D6 --><-- ACK
02D4011064FFFF106400000000FFFFFFFB7F03D1 --><-- ACK
02D5011065FFFF106500000000FFFFFFFB7F03D0 --><-- ACK
02D6011066FFFF106600000000FFFFFFFB7F03D3 --><-- ACK
02D7011067FFFF106700000000FFFFFFFB7F03D2 --><-- ACK
02D8011068FFFF106800000000FFFFFFFB7F03DD --><-- ACK
02D9011069FFFF106900000000FFFFFFFB7F03DC --><-- ACK
02DA011070FFFF107000000000FFFFFFFB7F03DF --><-- ACK
02DB011071FFFF107100000000FFFFFFFB7F03DE --><-- ACK
02DC011072FFFF107200000000FFFFFFFB7F03D9 --><-- ACK
02DD011073FFFF107300000000FFFFFFFB7F03D8 --><-- ACK
02DE011074FFFF107400000000FFFFFFFB7F03DB --><-- ACK
02DF011075FFFF107500000000FFFFFFFB7F03DA --><-- ACK
02E0011076FFFF107600000000FFFFFFFB7F03E5 --><-- ACK
02E1011077FFFF107700000000FFFFFFFB7F03E4 --><-- ACK
02E2011078FFFF107800000000FFFFFFFB7F03E7 --><-- ACK
02E3011079FFFF107900000000FFFFFFFB7F03E6 --><-- ACK
02E4011080FFFF108000000000FFFFFFFB7F03E1 --><-- ACK
02E5011081FFFF108100000000FFFFFFFB7F03E0 --><-- ACK
02E6011082FFFF108200000000FFFFFFFB7F03E3 --><-- ACK
02E7011083FFFF108300000000FFFFFFFB7F03E2 --><-- ACK
02E8011084FFFF108400000000FFFFFFFB7F03ED --><-- ACK
02E9011085FFFF108500000000FFFFFFFB7F03EC --><-- ACK
02EA011086FFFF108600000000FFFFFFFB7F03EF --><-- ACK
02EB011087FFFF108700000000FFFFFFFB7F03EE --><-- ACK
02EC011088FFFF108800000000FFFFFFFB7F03E9 --><-- ACK
02ED011089FFFF108900000000FFFFFFFB7F03E8 --><-- ACK
02EE011090FFFF109000000000FFFFFFFB7F03EB --><-- ACK
02EF011091FFFF109100000000FFFFFFFB7F03EA --><-- ACK
02F0011092FFFF109200000000FFFFFFFB7F03F5 --><-- ACK
02F1011093FFFF109300000000FFFFFFFB7F03F4 --><-- ACK
02F2011094FFFF109400000000FFFFFFFB7F03F7 --><-- ACK
02F3011095FFFF109500000000FFFFFFFB7F03F6 --><-- ACK
02F4011096FFFF109600000000FFFFFFFB7F03F1 --><-- ACK
02F5011097FFFF109700000000FFFFFFFB7F03F0 --><-- ACK
02F6011098FFFF109800000000FFFFFFFB7F03F3 --><-- ACK
02F7011099FFFF109900000000FFFFFFFB7F03F2 --><-- ACK
02F8011100FFFF110000000000FFFFFFFB7F03FD --><-- ACK
02F9011101FFFF110100000000FFFFFFFB7F03FC --><-- ACK
02FA011102FFFF110200000000FFFFFFFB7F03FF --><-- ACK
02FB011103FFFF110300000000FFFFFFFB7F03FE --><-- ACK
02FC011104FFFF110400000000FFFFFFFB7F03F9 --><-- ACK
02FD011105FFFF110500000000FFFFFFFB7F03F8 --><-- ACK
02FE011106FFFF110600000000FFFFFFFB7F03FB --><-- ACK
02FF011107FFFF110700000000FFFFFFFB7F03FA --><-- ACK
0200011108FFFF110800000000FFFFFFFB7F0305 --><-- ACK
0201011109FFFF110900000000FFFFFFFB7F0304 --><-- ACK
0202011110FFFF111000000000FFFFFFFB7F0307 --><-- ACK
0203011111FFFF111100000000FFFFFFFB7F0306 --><-- ACK
0204011112FFFF111200000000FFFFFFFB7F0301 --><-- ACK
0205011113FFFF111300000000FFFFFFFB7F0300 --><-- ACK
0206011114FFFF111400000000FFFFFFFB7F0303 --><-- ACK
0207011115FFFF111500000000FFFFFFFB7F0302 --><-- ACK
0208011116FFFF111600000000FFFFFFFB7F030D --><-- ACK
0209011117FFFF111700000000FFFFFFFB7F030C --><-- ACK
020A011118FFFF111800000000FFFFFFFB7F030F --><-- ACK
020B011119FFFF111900000000FFFFFFFB7F030E --><-- ACK
020C011120FFFF112000000000FFFFFFFB7F0309 --><-- ACK
020D011121FFFF112100000000FFFFFFFB7F0308 --><-- ACK
020E011122FFFF112200000000FFFFFFFB7F030B --><-- ACK
020F011123FFFF112300000000FFFFFFFB7F030A --><-- ACK
0210011124FFFF112400000000FFFFFFFB7F0315 --><-- ACK
0211011125FFFF112500000000FFFFFFFB7F0314 --><-- ACK
0212011126FFFF112600000000FFFFFFFB7F0317 --><-- ACK
0213011127FFFF112700000000FFFFFFFB7F0316 --><-- ACK
0214011128FFFF112800000000FFFFFFFB7F0311 --><-- ACK
0215011129FFFF112900000000FFFFFFFB7F0310 --><-- ACK
0216011130FFFF113000000000FFFFFFFB7F0313 --><-- ACK
0217011131FFFF113100000000FFFFFFFB7F0312 --><-- ACK
0218011132FFFF113200000000FFFFFFFB7F031D --><-- ACK
0219011133FFFF113300000000FFFFFFFB7F031C --><-- ACK
021A011134FFFF113400000000FFFFFFFB7F031F --><-- ACK
021B011135FFFF113500000000FFFFFFFB7F031E --><-- ACK
021C011136FFFF113600000000FFFFFFFB7F0319 --><-- ACK
021D011137FFFF113700000000FFFFFFFB7F0318 --><-- ACK
021E011138FFFF113800000000FFFFFFFB7F031B --><-- ACK
021F011139FFFF113900000000FFFFFFFB7F031A --><-- ACK
0220011140FFFF114000000000FFFFFFFB7F0325 --><-- ACK
0221011141FFFF114100000000FFFFFFFB7F0324 --><-- ACK
0222011142FFFF114200000000FFFFFFFB7F0327 --><-- ACK
0223011143FFFF114300000000FFFFFFFB7F0326 --><-- ACK
0224011144FFFF114400000000FFFFFFFB7F0321 --><-- ACK
0225011145FFFF114500000000FFFFFFFB7F0320 --><-- ACK
0226011146FFFF114600000000FFFFFFFB7F0323 --><-- ACK
0227011147FFFF114700000000FFFFFFFB7F0322 --><-- ACK
0228011148FFFF114800000000FFFFFFFB7F032D --><-- ACK
0229011149FFFF114900000000FFFFFFFB7F032C --><-- ACK
022A011150FFFF115000000000FFFFFFFB7F032F --><-- ACK
022B011151FFFF115100000000FFFFFFFB7F032E --><-- ACK
022C011152FFFF115200000000FFFFFFFB7F0329 --><-- ACK
022D011153FFFF115300000000FFFFFFFB7F0328 --><-- ACK
022E011154FFFF115400000000FFFFFFFB7F032B --><-- ACK
022F011155FFFF115500000000FFFFFFFB7F032A --><-- ACK
0230011156FFFF115600000000FFFFFFFB7F0335 --><-- ACK
0231011157FFFF115700000000FFFFFFFB7F0334 --><-- ACK
0232011158FFFF115800000000FFFFFFFB7F0337 --><-- ACK
0233011159FFFF115900000000FFFFFFFB7F0336 --><-- ACK
0234011160FFFF116000000000FFFFFFFB7F0331 --><-- ACK
0235011161FFFF116100000000FFFFFFFB7F0330 --><-- ACK
0236011162FFFF116200000000FFFFFFFB7F0333 --><-- ACK
0237011163FFFF116300000000FFFFFFFB7F0332 --><-- ACK
0238011164FFFF116400000000FFFFFFFB7F033D --><-- ACK
0239011165FFFF116500000000FFFFFFFB7F033C --><-- ACK
023A011166FFFF116600000000FFFFFFFB7F033F --><-- ACK
023B011167FFFF116700000000FFFFFFFB7F033E --><-- ACK
023C011168FFFF116800000000FFFFFFFB7F0339 --><-- ACK
023D011169FFFF116900000000FFFFFFFB7F0338 --><-- ACK
023E011170FFFF117000000000FFFFFFFB7F033B --><-- ACK
023F011171FFFF117100000000FFFFFFFB7F033A --><-- ACK
0240011172FFFF117200000000FFFFFFFB7F0345 --><-- ACK
0241011173FFFF117300000000FFFFFFFB7F0344 --><-- ACK
0242011174FFFF117400000000FFFFFFFB7F0347 --><-- ACK
0243011175FFFF117500000000FFFFFFFB7F0346 --><-- ACK
0244011176FFFF117600000000FFFFFFFB7F0341 --><-- ACK
0245011177FFFF117700000000FFFFFFFB7F0340 --><-- ACK
0246011178FFFF117800000000FFFFFFFB7F0343 --><-- ACK
0247011179FFFF117900000000FFFFFFFB7F0342 --><-- ACK
0248011180FFFF118000000000FFFFFFFB7F034D --><-- ACK
0249011181FFFF118100000000FFFFFFFB7F034C --><-- ACK
024A011182FFFF118200000000FFFFFFFB7F034F --><-- ACK
024B011183FFFF118300000000FFFFFFFB7F034E --><-- ACK
024C011184FFFF118400000000FFFFFFFB7F0349 --><-- ACK
024D011185FFFF118500000000FFFFFFFB7F0348 --><-- ACK
024E011186FFFF118600000000FFFFFFFB7F034B --><-- ACK
024F011187FFFF118700000000FFFFFFFB7F034A --><-- ACK
0250011188FFFF118800000000FFFFFFFB7F0355 --><-- ACK
0251011189FFFF118900000000FFFFFFFB7F0354 --><-- ACK
0252011190FFFF119000000000FFFFFFFB7F0357 --><-- ACK
0253011191FFFF119100000000FFFFFFFB7F0356 --><-- ACK
0254011192FFFF119200000000FFFFFFFB7F0351 --><-- ACK
0255011193FFFF119300000000FFFFFFFB7F0350 --><-- ACK
